Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,First,18.15,1198,82.0,6.0,7.88,6.25,0,1,0,1
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,First,18.53,1968,187.74,5.0,69.37,39.84,1,0,1,0
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,First,21.4,1197,83.1,5.0,9.04,5.74,0,1,1,0
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,First,21.76,1995,190.0,5.0,55.07,35.0,1,0,1,0
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,First,28.4,1248,73.75,5.0,10.97,8.9,1,0,1,0
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,First,17.1,1956,170.0,5.0,21.72,19.46,1,0,0,1
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,First,21.5,1497,108.5,5.0,11.47,9.22,1,0,0,1
3603,Renault KWID RXT Optional,Pune,2018,5000,First,25.17,799,53.3,5.0,4.9,3.5,0,1,0,1
3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,First,14.24,2755,174.5,7.0,36.69,10.64,1,0,0,1
3648,Honda Jazz V CVT,Mumbai,2017,17978,First,19.0,1199,88.7,5.0,10.1,6.95,0,1,1,0
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,First,25.1,1248,88.5,5.0,12.53,6.99,1,0,0,1
3662,Tata Hexa XT,Pune,2017,39800,First,17.6,2179,153.86,7.0,20.87,14.25,1,0,0,1
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,First,15.1,1196,73.0,7.0,4.98,4.3,0,1,0,1
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,First,20.89,1197,81.8,5.0,5.9,5.5,0,1,0,1
3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,First,17.21,1197,103.5,5.0,11.66,8.27,0,1,1,0
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,First,22.48,1995,190.0,5.0,63.71,16.5,1,0,1,0
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,First,17.9,2143,170.0,5.0,64.57,50.97,1,0,1,0
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,First,21.76,1995,190.0,5.0,60.88,29.95,1,0,1,0
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,First,14.8,1497,121.36,5.0,13.23,9.99,0,1,1,0
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,First,24.3,1248,88.5,5.0,11.06,9.25,1,0,0,1
3731,Nissan Terrano XV D Pre,Mumbai,2013,60000,Second,19.64,1461,108.5,5.0,17.21,5.45,1,0,0,1
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,First,23.1,998,67.04,5.0,6.56,5.25,0,1,1,0
3735,BMW 3 Series 320d,Hyderabad,2010,80000,First,22.69,1995,190.0,5.0,47.2,14.2,1,0,1,0
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,First,18.9,1197,81.86,5.0,6.82,4.87,0,1,0,1
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,First,24.3,1248,88.5,5.0,12.56,11.39,1,0,0,1
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,First,24.3,1248,88.5,5.0,10.14,8.0,1,0,0,1
3752,Land Rover Range Rover Sport HSE,Kochi,2015,38467,First,12.65,2993,255.0,5.0,1.6,70.66,1,0,1,0
3759,Maruti Alto K10 VXI,Mumbai,2017,12000,First,24.07,998,67.1,5.0,4.82,3.25,0,1,0,1
3774,Maruti Ciaz Zeta,Kochi,2018,10575,First,21.56,1462,103.25,5.0,11.11,9.18,0,1,0,1
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,First,21.5,1197,81.8,5.0,5.44,4.11,0,1,0,1
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,First,11.36,2755,171.5,7.0,26.55,19.97,1,0,1,0
3786,Maruti Swift VDI,Pune,2014,115000,First,28.4,1248,74.0,5.0,8.26,4.5,1,0,0,1
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,First,20.65,1248,88.7,5.0,10.06,5.85,1,0,0,1
3820,Maruti Alto K10 VXI,Chennai,2011,28300,First,24.07,998,67.1,5.0,4.5,2.15,0,1,0,1
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,First,15.26,1798,187.74,5.0,56.97,41.5,0,1,1,0
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,First,24.3,1248,88.5,5.0,12.56,11.0,1,0,0,1
3841,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,First,17.0,1591,121.3,5.0,11.19,8.7,0,1,0,1
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,First,25.47,1248,88.5,7.0,13.33,9.9,1,0,0,1
3845,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,First,17.0,1591,121.3,5.0,11.67,5.77,0,1,0,1
3852,BMW 3 Series 320d,Kochi,2012,55598,First,22.69,1995,190.0,5.0,47.87,11.5,1,0,1,0
3889,Maruti Dzire VDI,Jaipur,2013,77084,First,28.4,1248,73.75,5.0,8.75,4.95,1,0,0,1
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,First,11.36,2755,171.5,8.0,21.1,16.45,1,0,1,0
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,First,27.39,1248,74.0,5.0,10.28,8.7,1,0,0,1
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,First,14.67,1798,177.46,5.0,33.36,20.75,0,1,1,0
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,First,21.56,1462,103.25,5.0,11.56,8.25,0,1,0,1
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Second,11.36,2755,171.5,7.0,27.07,19.0,1,0,1,0
3943,Jeep Compass 2.0 Longitude,Kochi,2018,26101,First,17.1,1956,170.0,5.0,21.38,17.55,1,0,0,1
3944,Maruti Alto K10 LXI Optional,Pune,2016,7000,First,24.07,998,67.1,5.0,4.36,3.0,0,1,0,1
3953,Honda Jazz Exclusive CVT,Mumbai,2018,3000,First,19.0,1199,88.7,5.0,10.81,8.25,0,1,1,0
3964,Nissan Sunny XE P,Coimbatore,2012,50297,First,16.95,1498,97.6,5.0,8.55,4.69,0,1,0,1
4022,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Second,14.28,1798,138.03,5.0,22.66,4.95,0,1,0,1
4026,Maruti Alto K10 VXI,Jaipur,2016,51264,First,24.07,998,67.1,5.0,4.24,3.2,0,1,0,1
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,First,15.04,1991,183.0,5.0,41.02,24.5,0,1,1,0
4034,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,First,17.6,1582,126.2,5.0,17.0,11.25,1,0,1,0
4061,Audi RS5 Coupe,Mumbai,2013,23312,First,11.05,2894,444.0,4.0,1.28,40.5,0,1,1,0
4069,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,First,22.48,1995,190.0,5.0,63.71,22.45,1,0,1,0
4079,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,First,13.33,2993,255.0,5.0,2.3,160.0,1,0,1,0
4083,Maruti Baleno RS Petrol,Coimbatore,2018,26731,First,21.1,998,100.0,5.0,10.89,8.61,0,1,0,1
4096,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,First,19.16,2487,175.67,5.0,40.62,26.11,0,1,1,0
4099,Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,First,18.9,1197,81.86,5.0,7.54,6.5,0,1,0,1
4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,First,14.67,1798,177.46,5.0,30.19,16.81,0,1,1,0
4119,Maruti Wagon R VXI,Pune,2014,38958,First,22.5,998,67.04,5.0,5.56,3.41,0,1,0,1
4125,Datsun redi-GO S,Chennai,2016,26239,First,22.7,799,53.0,5.0,4.43,2.75,0,1,0,1
4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,First,14.24,2755,174.5,7.0,37.17,35.82,1,0,0,1
4134,Honda BR-V i-VTEC S MT,Bangalore,2016,34004,First,15.4,1497,117.3,7.0,12.9,8.02,0,1,0,1
4147,Maruti Dzire VDI,Kochi,2017,54758,First,28.4,1248,73.75,5.0,8.58,6.67,1,0,0,1
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,First,11.36,2755,171.5,7.0,28.05,20.5,1,0,1,0
4164,Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Second,15.8,1591,121.3,5.0,15.86,11.31,0,1,0,1
4169,Datsun redi-GO T Option,Kochi,2018,6279,First,22.7,799,53.64,5.0,4.05,3.6,0,1,0,1
4180,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,First,20.5,1582,126.2,5.0,19.18,11.45,1,0,0,1
4181,Maruti Baleno Delta,Kochi,2017,15134,First,21.4,1197,83.1,5.0,7.36,6.37,0,1,0,1
4188,Maruti Ertiga VDI,Chennai,2016,86000,Second,25.47,1248,88.5,7.0,10.99,8.2,1,0,0,1
4205,Honda City i-DTEC SV,Kolkata,2015,39000,First,25.6,1498,98.6,5.0,12.23,5.49,1,0,0,1
4208,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,First,16.09,1598,103.5,5.0,11.63,7.7,0,1,0,1
4220,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,First,17.0,1591,121.3,5.0,12.27,7.75,0,1,0,1
4221,Maruti Alto K10 LXI,Kochi,2014,51349,First,24.07,998,67.1,5.0,3.91,2.93,0,1,0,1
4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,First,18.51,1968,147.51,5.0,44.8,32.73,1,0,1,0
4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,First,18.25,1968,187.74,5.0,50.4,21.66,1,0,1,0
4237,Renault KWID RXT Optional,Mumbai,2016,16000,First,25.17,799,53.3,5.0,4.78,2.99,0,1,0,1
4253,Honda Amaze S Petrol,Kolkata,2013,32576,First,19.5,1199,88.76,5.0,7.36,3.15,0,1,0,1
4265,Datsun redi-GO T Option,Coimbatore,2017,27509,First,22.7,799,53.64,5.0,4.04,3.31,0,1,0,1
4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,First,14.67,1798,177.46,5.0,33.36,17.85,0,1,1,0
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,First,11.36,2755,171.5,7.0,26.55,19.6,1,0,1,0
4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,First,22.5,998,67.0,5.0,6.14,4.45,0,1,1,0
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,First,24.3,1248,88.5,5.0,11.96,8.85,1,0,0,1
4308,Maruti Ertiga VDI,Coimbatore,2014,53817,First,25.47,1248,88.5,7.0,11.44,7.56,1,0,0,1
4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,First,11.36,2755,171.5,7.0,24.63,18.0,1,0,1,0
4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,First,20.68,1995,190.0,5.0,50.26,29.0,1,0,1,0
4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,First,18.9,1197,81.86,5.0,7.45,5.87,0,1,0,1
4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,First,22.0,1197,81.8,5.0,8.16,7.75,0,1,0,1
4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,First,13.68,2393,147.8,8.0,24.01,21.42,1,0,0,1
4361,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,First,21.13,1498,108.4,5.0,13.72,4.1,1,0,0,1
4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,First,13.68,2393,147.8,7.0,23.14,16.5,1,0,0,1
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,First,23.84,1199,84.0,5.0,6.29,5.0,0,1,0,1
4403,Honda Amaze V Petrol,Jaipur,2018,6000,First,19.5,1199,86.76,5.0,8.18,6.7,0,1,0,1
4408,Maruti Wagon R LXI,Mumbai,2010,12000,First,22.5,998,67.04,5.0,5.04,2.45,0,1,0,1
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,First,18.9,1197,81.86,5.0,6.4,4.8,0,1,0,1
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,First,18.9,1197,81.86,5.0,7.48,5.66,0,1,0,1
4451,Ford Mustang V8,Kochi,2018,21290,First,13.0,4951,395.0,4.0,83.92,56.8,0,1,1,0
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,First,11.36,2755,171.5,7.0,20.74,19.4,1,0,1,0
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,First,18.9,1197,81.86,5.0,7.82,5.99,0,1,0,1
4470,Honda Amaze S Diesel,Kolkata,2013,46500,First,27.4,1498,98.6,5.0,8.54,3.3,1,0,0,1
4472,Maruti Wagon R VXI,Jaipur,2017,39867,First,22.5,998,67.04,5.0,5.44,4.5,0,1,0,1
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,First,18.19,1968,174.5,5.0,36.94,15.5,1,0,1,0
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,First,20.64,1498,108.5,5.0,11.16,3.4,1,0,0,1
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,First,17.0,1591,121.3,5.0,13.6,7.97,0,1,0,1
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,First,28.4,1248,73.75,5.0,10.7,8.55,1,0,1,0
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,First,15.1,1196,73.0,7.0,4.87,3.75,0,1,0,1
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,First,13.5,2477,175.56,7.0,34.6,16.42,1,0,0,1
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,First,11.57,2987,254.79,5.0,92.79,65.0,1,0,1,0
4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,First,22.5,998,67.0,5.0,5.8,3.95,0,1,1,0
4541,BMW 3 Series 320d,Mumbai,2011,51000,First,22.69,1995,190.0,5.0,47.87,10.5,1,0,1,0
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,First,22.48,1995,190.0,5.0,63.71,17.27,1,0,1,0
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Second,21.76,1995,190.0,5.0,62.11,27.0,1,0,1,0
4560,Honda Jazz V,Kochi,2017,36973,First,18.2,1199,88.7,5.0,8.71,6.8,0,1,0,1
4563,Maruti Wagon R VXI,Mumbai,2014,43628,First,22.5,998,67.04,5.0,5.61,3.16,0,1,0,1
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,First,24.3,1248,88.5,5.0,12.88,11.5,1,0,1,0
4571,Maruti Alto K10 LXI,Delhi,2016,35027,First,24.07,998,67.1,5.0,3.91,3.0,0,1,0,1
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,First,24.3,1248,88.5,5.0,11.0,9.75,1,0,0,1
4601,BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,First,20.68,1995,190.0,5.0,48.18,36.64,1,0,1,0
4612,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,First,24.0,1186,73.97,5.0,8.68,5.43,1,0,0,1
4633,Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,First,21.7,999,67.0,5.0,4.78,3.0,0,1,0,1
4649,Honda WRV i-VTEC VX,Hyderabad,2017,15000,First,17.5,1199,88.7,5.0,10.83,8.9,0,1,0,1
4652,Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,First,16.09,1598,103.5,5.0,11.05,3.59,0,1,0,1
4680,Maruti Ertiga VDI,Pune,2016,54161,First,25.47,1248,88.5,7.0,11.27,7.64,1,0,0,1
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Second,16.09,1598,103.5,5.0,11.48,7.64,0,1,0,1
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,First,14.24,2755,174.5,7.0,37.17,28.85,1,0,0,1
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,First,23.59,1364,67.06,5.0,9.99,5.75,1,0,0,1
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,First,11.36,2755,171.5,7.0,26.95,19.5,1,0,1,0
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,First,20.14,1197,81.86,5.0,6.71,5.0,0,1,0,1
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,First,17.0,1591,121.3,5.0,13.6,11.88,0,1,0,1
4731,Nissan Micra Active XV,Pune,2018,24000,First,19.69,1198,67.04,5.0,6.99,4.0,0,1,0,1
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,First,20.64,1498,108.5,5.0,14.32,2.9,1,0,0,1
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,First,23.84,1199,84.0,5.0,6.21,5.85,0,1,0,1
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,First,15.68,1999,177.0,5.0,74.49,42.0,1,0,1,0
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,First,18.6,1197,81.86,5.0,8.03,6.28,0,1,0,1
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Second,13.5,2925,281.61,5.0,1.71,30.0,1,0,1,0
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,First,20.5,1582,126.2,5.0,19.18,10.8,1,0,0,1
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,Second,16.8,1969,150.0,5.0,37.9,24.0,1,0,1,0
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,First,21.76,1995,190.0,5.0,58.67,37.92,1,0,1,0
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Second,14.67,1798,177.46,5.0,32.54,7.25,0,1,1,0
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,First,16.55,2498,105.0,6.0,11.71,9.66,1,0,0,1
4819,Datsun redi-GO T,Kolkata,2016,15000,First,22.7,799,53.64,5.0,3.98,2.25,0,1,0,1
4826,Maruti Alto K10 VXI,Kochi,2015,23876,First,24.07,998,67.1,5.0,4.09,3.46,0,1,0,1
4841,BMW 3 Series 320d,Hyderabad,2011,89000,First,22.69,1995,190.0,5.0,47.2,13.95,1,0,1,0
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,First,21.5,1197,81.8,5.0,5.56,2.8,0,1,0,1
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,First,18.25,1968,187.74,5.0,55.61,43.0,1,0,1,0
4863,Hyundai Santro D Lite,Chennai,2001,140000,Third,20.3,1086,68.0,5.0,4.55,0.7,0,1,0,1
4873,Maruti Baleno Alpha,Chennai,2016,16000,First,21.4,1197,83.1,5.0,8.8,6.95,0,1,0,1
4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,First,17.0,1198,108.5,5.0,11.13,9.62,0,1,0,1
4880,Maruti Wagon R LXI,Kochi,2014,52431,First,22.5,998,67.04,5.0,4.59,3.01,0,1,0,1
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,First,24.3,1248,88.5,5.0,11.58,10.19,1,0,0,1
4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,First,27.39,1248,74.0,5.0,10.63,8.4,1,0,0,1
4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,First,21.4,1197,83.1,5.0,10.3,8.85,0,1,1,0
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,First,17.4,1497,117.3,5.0,12.68,10.0,0,1,0,1
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,First,17.9,2143,170.0,5.0,59.77,46.95,1,0,1,0
4926,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,First,15.8,1591,121.3,5.0,17.7,13.25,0,1,0,1
4929,Hyundai Creta 1.6 SX,Delhi,2016,69000,First,15.8,1591,121.3,5.0,14.23,9.7,0,1,0,1
4934,Maruti Dzire AMT VDI,Coimbatore,2018,25082,First,28.4,1248,73.75,5.0,9.62,8.37,1,0,1,0
4942,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,First,18.25,1968,187.74,5.0,53.14,24.37,1,0,1,0
4950,Ford Aspire Titanium Diesel,Kolkata,2017,60048,First,26.1,1498,99.0,5.0,8.91,6.0,1,0,0,1
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,First,22.0,1197,81.8,5.0,10.26,8.3,0,1,1,0
4968,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,First,23.84,1199,83.83,5.0,6.94,5.0,0,1,1,0
